date,komoditas,provinsi,harga
2021-02-18,Beras Medium,Jawa Timur,10600.0
2021-02-19,Beras Medium,Jawa Timur,10594.736842105263
2021-02-20,Beras Medium,Jawa Timur,10589.473684210527
2021-02-21,Beras Medium,Jawa Timur,10584.21052631579
2021-02-22,Beras Medium,Jawa Timur,10578.947368421053
2021-02-23,Beras Medium,Jawa Timur,10573.684210526315
2021-02-24,Beras Medium,Jawa Timur,10568.421052631578
2021-02-25,Beras Medium,Jawa Timur,10563.157894736842
2021-02-26,Beras Medium,Jawa Timur,10557.894736842105
2021-02-27,Beras Medium,Jawa Timur,10552.631578947368
2021-02-28,Beras Medium,Jawa Timur,10547.368421052632
2021-03-10,Beras Medium,Banten,9000.0
2021-03-11,Beras Medium,Banten,10000.0
2021-03-12,Beras Medium,Banten,9500.0
2021-03-13,Beras Medium,Banten,9000.0
2021-03-14,Beras Medium,Banten,9750.0
2021-03-15,Beras Medium,Banten,10167.0
2021-03-16,Beras Medium,Banten,10000.0
2021-03-17,Beras Medium,Banten,10457.0
2021-03-18,Beras Medium,Banten,10113.0
2021-03-19,Beras Medium,Banten,9988.0
2021-03-20,Beras Medium,Banten,9983.0
2021-03-21,Beras Medium,Banten,10317.0
2021-03-22,Beras Medium,Banten,9925.0
2021-03-23,Beras Medium,Banten,10113.0
2021-03-24,Beras Medium,Banten,9817.0
2021-03-25,Beras Medium,Banten,10129.0
2021-03-26,Beras Medium,Banten,9925.0
2021-03-27,Beras Medium,Banten,10171.0
2021-03-28,Beras Medium,Banten,10071.0
2021-03-29,Beras Medium,Banten,10143.0
2021-03-30,Beras Medium,Banten,10188.0
2021-03-31,Beras Medium,Banten,10400.0
2021-03-10,Beras Medium,D.I Yogyakarta,10400.0
2021-03-11,Beras Medium,D.I Yogyakarta,9825.0
2021-03-12,Beras Medium,D.I Yogyakarta,7480.0
2021-03-13,Beras Medium,D.I Yogyakarta,9960.0
2021-03-14,Beras Medium,D.I Yogyakarta,10125.0
2021-03-15,Beras Medium,D.I Yogyakarta,9960.0
2021-03-16,Beras Medium,D.I Yogyakarta,9850.0
2021-03-17,Beras Medium,D.I Yogyakarta,10000.0
2021-03-18,Beras Medium,D.I Yogyakarta,9760.0
2021-03-19,Beras Medium,D.I Yogyakarta,9450.0
2021-03-20,Beras Medium,D.I Yogyakarta,9760.0
2021-03-21,Beras Medium,D.I Yogyakarta,9720.0
2021-03-22,Beras Medium,D.I Yogyakarta,9660.0
2021-03-23,Beras Medium,D.I Yogyakarta,9520.0
2021-03-24,Beras Medium,D.I Yogyakarta,9520.0
2021-03-25,Beras Medium,D.I Yogyakarta,9650.0
2021-03-26,Beras Medium,D.I Yogyakarta,9800.0
2021-03-27,Beras Medium,D.I Yogyakarta,9780.0
2021-03-28,Beras Medium,D.I Yogyakarta,9780.0
2021-03-29,Beras Medium,D.I Yogyakarta,9660.0
2021-03-30,Beras Medium,D.I Yogyakarta,9660.0
2021-03-31,Beras Medium,D.I Yogyakarta,9700.0
2021-03-17,Beras Medium,DKI Jakarta,12000.0
2021-03-18,Beras Medium,DKI Jakarta,11373.0
2021-03-19,Beras Medium,DKI Jakarta,11373.0
2021-03-20,Beras Medium,DKI Jakarta,11250.0
2021-03-21,Beras Medium,DKI Jakarta,11250.0
2021-03-22,Beras Medium,DKI Jakarta,11373.0
2021-03-23,Beras Medium,DKI Jakarta,11373.0
2021-03-24,Beras Medium,DKI Jakarta,11200.0
2021-03-25,Beras Medium,DKI Jakarta,11400.0
2021-03-26,Beras Medium,DKI Jakarta,11400.0
2021-03-27,Beras Medium,DKI Jakarta,11333.0
2021-03-28,Beras Medium,DKI Jakarta,11400.0
2021-03-29,Beras Medium,DKI Jakarta,11333.0
2021-03-30,Beras Medium,DKI Jakarta,11333.0
2021-03-31,Beras Medium,DKI Jakarta,11333.0
2021-03-06,Beras Medium,Jawa Barat,10314.0
2021-03-07,Beras Medium,Jawa Barat,10273.0
2021-03-08,Beras Medium,Jawa Barat,10239.0
2021-03-09,Beras Medium,Jawa Barat,10288.0
2021-03-10,Beras Medium,Jawa Barat,10201.0
2021-03-11,Beras Medium,Jawa Barat,10166.0
2021-03-12,Beras Medium,Jawa Barat,7782.0
2021-03-13,Beras Medium,Jawa Barat,10186.0
2021-03-14,Beras Medium,Jawa Barat,10146.0
2021-03-15,Beras Medium,Jawa Barat,10301.0
2021-03-16,Beras Medium,Jawa Barat,10261.0
2021-03-17,Beras Medium,Jawa Barat,10246.0
2021-03-18,Beras Medium,Jawa Barat,10140.0
2021-03-19,Beras Medium,Jawa Barat,10206.0
2021-03-20,Beras Medium,Jawa Barat,10191.0
2021-03-21,Beras Medium,Jawa Barat,10162.0
2021-03-22,Beras Medium,Jawa Barat,10256.0
2021-03-23,Beras Medium,Jawa Barat,10204.0
2021-03-24,Beras Medium,Jawa Barat,10142.0
2021-03-25,Beras Medium,Jawa Barat,10140.0
2021-03-26,Beras Medium,Jawa Barat,10192.0
2021-03-27,Beras Medium,Jawa Barat,10156.0
2021-03-28,Beras Medium,Jawa Barat,10167.0
2021-03-29,Beras Medium,Jawa Barat,10200.0
2021-03-30,Beras Medium,Jawa Barat,10154.0
2021-03-31,Beras Medium,Jawa Barat,10130.0
2021-03-09,Beras Medium,Jawa Tengah,11000.0
2021-03-10,Beras Medium,Jawa Tengah,11000.0
2021-03-11,Beras Medium,Jawa Tengah,11000.0
2021-03-12,Beras Medium,Jawa Tengah,8500.0
2021-03-13,Beras Medium,Jawa Tengah,11000.0
2021-03-14,Beras Medium,Jawa Tengah,11000.0
2021-03-15,Beras Medium,Jawa Tengah,9907.0
2021-03-16,Beras Medium,Jawa Tengah,9991.0
2021-03-17,Beras Medium,Jawa Tengah,9924.0
2021-03-18,Beras Medium,Jawa Tengah,9942.0
2021-03-19,Beras Medium,Jawa Tengah,9778.0
2021-03-20,Beras Medium,Jawa Tengah,9757.0
2021-03-21,Beras Medium,Jawa Tengah,10034.0
2021-03-22,Beras Medium,Jawa Tengah,9852.0
2021-03-23,Beras Medium,Jawa Tengah,9887.0
2021-03-24,Beras Medium,Jawa Tengah,9786.0
2021-03-25,Beras Medium,Jawa Tengah,9796.0
2021-03-26,Beras Medium,Jawa Tengah,9787.0
2021-03-27,Beras Medium,Jawa Tengah,9796.0
2021-03-28,Beras Medium,Jawa Tengah,9796.0
2021-03-29,Beras Medium,Jawa Tengah,9750.0
2021-03-30,Beras Medium,Jawa Tengah,9786.0
2021-03-31,Beras Medium,Jawa Tengah,9783.0
2021-03-01,Beras Medium,Jawa Timur,10542.105263157895
2021-03-02,Beras Medium,Jawa Timur,10536.842105263158
2021-03-03,Beras Medium,Jawa Timur,10531.578947368422
2021-03-04,Beras Medium,Jawa Timur,10526.315789473685
2021-03-05,Beras Medium,Jawa Timur,10521.052631578947
2021-03-06,Beras Medium,Jawa Timur,10515.78947368421
2021-03-07,Beras Medium,Jawa Timur,10510.526315789473
2021-03-08,Beras Medium,Jawa Timur,10505.263157894737
2021-03-09,Beras Medium,Jawa Timur,10500.0
2021-03-10,Beras Medium,Jawa Timur,10500.0
2021-03-11,Beras Medium,Jawa Timur,10466.6
2021-03-12,Beras Medium,Jawa Timur,10433.2
2021-03-13,Beras Medium,Jawa Timur,10399.8
2021-03-14,Beras Medium,Jawa Timur,10366.4
2021-03-15,Beras Medium,Jawa Timur,10333.0
2021-03-16,Beras Medium,Jawa Timur,10180.0
2021-03-17,Beras Medium,Jawa Timur,10239.0
2021-03-18,Beras Medium,Jawa Timur,10174.0
2021-03-19,Beras Medium,Jawa Timur,10274.0
2021-03-20,Beras Medium,Jawa Timur,10246.0
2021-03-21,Beras Medium,Jawa Timur,10240.0
2021-03-22,Beras Medium,Jawa Timur,10190.0
2021-03-23,Beras Medium,Jawa Timur,10193.0
2021-03-24,Beras Medium,Jawa Timur,10161.0
2021-03-25,Beras Medium,Jawa Timur,10173.0
2021-03-26,Beras Medium,Jawa Timur,10215.0
2021-03-27,Beras Medium,Jawa Timur,10201.0
2021-03-28,Beras Medium,Jawa Timur,10067.0
2021-03-29,Beras Medium,Jawa Timur,10199.0
2021-03-30,Beras Medium,Jawa Timur,10185.0
2021-03-31,Beras Medium,Jawa Timur,10190.0
2021-04-01,Beras Medium,Banten,10125.0
2021-04-02,Beras Medium,Banten,10125.0
2021-04-03,Beras Medium,Banten,10125.0
2021-04-04,Beras Medium,Banten,10125.0
2021-04-05,Beras Medium,Banten,10125.0
2021-04-06,Beras Medium,Banten,10213.0
2021-04-07,Beras Medium,Banten,10063.0
2021-04-08,Beras Medium,Banten,10533.0
2021-04-09,Beras Medium,Banten,10000.0
2021-04-10,Beras Medium,Banten,9938.0
2021-04-11,Beras Medium,Banten,9857.0
2021-04-12,Beras Medium,Banten,10025.0
2021-04-13,Beras Medium,Banten,10071.0
2021-04-14,Beras Medium,Banten,10171.0
2021-04-15,Beras Medium,Banten,9880.0
2021-04-16,Beras Medium,Banten,10075.0
2021-04-17,Beras Medium,Banten,9867.0
2021-04-18,Beras Medium,Banten,9886.0
2021-04-19,Beras Medium,Banten,9957.0
2021-04-20,Beras Medium,Banten,9957.0
2021-04-21,Beras Medium,Banten,10025.0
2021-04-22,Beras Medium,Banten,9963.0
2021-04-23,Beras Medium,Banten,10025.0
2021-04-24,Beras Medium,Banten,10171.0
2021-04-25,Beras Medium,Banten,10025.0
2021-04-26,Beras Medium,Banten,10025.0
2021-04-27,Beras Medium,Banten,10214.0
2021-04-28,Beras Medium,Banten,9857.0
2021-04-29,Beras Medium,Banten,10000.0
2021-04-30,Beras Medium,Banten,10000.0
2021-04-01,Beras Medium,D.I Yogyakarta,9840.0
2021-04-02,Beras Medium,D.I Yogyakarta,9820.0
2021-04-03,Beras Medium,D.I Yogyakarta,9820.0
2021-04-04,Beras Medium,D.I Yogyakarta,9820.0
2021-04-05,Beras Medium,D.I Yogyakarta,9820.0
2021-04-06,Beras Medium,D.I Yogyakarta,9820.0
2021-04-07,Beras Medium,D.I Yogyakarta,9820.0
2021-04-08,Beras Medium,D.I Yogyakarta,9975.0
2021-04-09,Beras Medium,D.I Yogyakarta,9800.0
2021-04-10,Beras Medium,D.I Yogyakarta,9760.0
2021-04-11,Beras Medium,D.I Yogyakarta,9950.0
2021-04-12,Beras Medium,D.I Yogyakarta,9950.0
2021-04-13,Beras Medium,D.I Yogyakarta,9950.0
2021-04-14,Beras Medium,D.I Yogyakarta,9660.0
2021-04-15,Beras Medium,D.I Yogyakarta,9600.0
2021-04-16,Beras Medium,D.I Yogyakarta,9375.0
2021-04-17,Beras Medium,D.I Yogyakarta,9600.0
2021-04-18,Beras Medium,D.I Yogyakarta,9600.0
2021-04-19,Beras Medium,D.I Yogyakarta,9475.0
2021-04-20,Beras Medium,D.I Yogyakarta,9850.0
2021-04-21,Beras Medium,D.I Yogyakarta,9580.0
2021-04-22,Beras Medium,D.I Yogyakarta,9500.0
2021-04-23,Beras Medium,D.I Yogyakarta,9875.0
2021-04-24,Beras Medium,D.I Yogyakarta,9450.0
2021-04-25,Beras Medium,D.I Yogyakarta,9600.0
2021-04-26,Beras Medium,D.I Yogyakarta,9600.0
2021-04-27,Beras Medium,D.I Yogyakarta,9600.0
2021-04-28,Beras Medium,D.I Yogyakarta,9600.0
2021-04-29,Beras Medium,D.I Yogyakarta,9600.0
2021-04-30,Beras Medium,D.I Yogyakarta,9660.0
2021-04-01,Beras Medium,DKI Jakarta,11333.0
2021-04-02,Beras Medium,DKI Jakarta,11400.0
2021-04-03,Beras Medium,DKI Jakarta,11333.0
2021-04-04,Beras Medium,DKI Jakarta,11200.0
2021-04-05,Beras Medium,DKI Jakarta,11400.0
2021-04-06,Beras Medium,DKI Jakarta,11333.0
2021-04-07,Beras Medium,DKI Jakarta,11333.0
2021-04-08,Beras Medium,DKI Jakarta,11333.0
2021-04-09,Beras Medium,DKI Jakarta,11333.0
2021-04-10,Beras Medium,DKI Jakarta,11400.0
2021-04-11,Beras Medium,DKI Jakarta,11500.0
2021-04-12,Beras Medium,DKI Jakarta,11333.0
2021-04-13,Beras Medium,DKI Jakarta,11333.0
2021-04-14,Beras Medium,DKI Jakarta,11333.0
2021-04-15,Beras Medium,DKI Jakarta,11333.0
2021-04-16,Beras Medium,DKI Jakarta,11333.0
2021-04-17,Beras Medium,DKI Jakarta,11373.0
2021-04-18,Beras Medium,DKI Jakarta,11448.0
2021-04-19,Beras Medium,DKI Jakarta,11373.0
2021-04-20,Beras Medium,DKI Jakarta,11200.0
2021-04-21,Beras Medium,DKI Jakarta,11373.0
2021-04-22,Beras Medium,DKI Jakarta,11200.0
2021-04-23,Beras Medium,DKI Jakarta,11333.0
2021-04-24,Beras Medium,DKI Jakarta,11333.0
2021-04-25,Beras Medium,DKI Jakarta,11200.0
2021-04-26,Beras Medium,DKI Jakarta,11333.0
2021-04-27,Beras Medium,DKI Jakarta,11333.0
2021-04-28,Beras Medium,DKI Jakarta,11333.0
2021-04-29,Beras Medium,DKI Jakarta,11333.0
2021-04-30,Beras Medium,DKI Jakarta,11400.0
2021-04-01,Beras Medium,Jawa Barat,10162.0
2021-04-02,Beras Medium,Jawa Barat,10033.0
2021-04-03,Beras Medium,Jawa Barat,10152.0
2021-04-04,Beras Medium,Jawa Barat,10100.0
2021-04-05,Beras Medium,Jawa Barat,10179.0
2021-04-06,Beras Medium,Jawa Barat,10033.0
2021-04-07,Beras Medium,Jawa Barat,10087.0
2021-04-08,Beras Medium,Jawa Barat,10084.0
2021-04-09,Beras Medium,Jawa Barat,10151.0
2021-04-10,Beras Medium,Jawa Barat,10091.0
2021-04-11,Beras Medium,Jawa Barat,10068.0
2021-04-12,Beras Medium,Jawa Barat,10137.0
2021-04-13,Beras Medium,Jawa Barat,10136.0
2021-04-14,Beras Medium,Jawa Barat,10102.0
2021-04-15,Beras Medium,Jawa Barat,10159.0
2021-04-16,Beras Medium,Jawa Barat,10067.0
2021-04-17,Beras Medium,Jawa Barat,10090.0
2021-04-18,Beras Medium,Jawa Barat,10153.0
2021-04-19,Beras Medium,Jawa Barat,10114.0
2021-04-20,Beras Medium,Jawa Barat,10124.0
2021-04-21,Beras Medium,Jawa Barat,10143.0
2021-04-22,Beras Medium,Jawa Barat,10128.0
2021-04-23,Beras Medium,Jawa Barat,10147.0
2021-04-24,Beras Medium,Jawa Barat,10141.0
2021-04-25,Beras Medium,Jawa Barat,10138.0
2021-04-26,Beras Medium,Jawa Barat,10136.0
2021-04-27,Beras Medium,Jawa Barat,10159.0
2021-04-28,Beras Medium,Jawa Barat,10173.0
2021-04-29,Beras Medium,Jawa Barat,10150.0
2021-04-30,Beras Medium,Jawa Barat,10154.0
2021-04-01,Beras Medium,Jawa Tengah,9818.0
2021-04-02,Beras Medium,Jawa Tengah,9869.0
2021-04-03,Beras Medium,Jawa Tengah,9844.0
2021-04-04,Beras Medium,Jawa Tengah,9867.0
2021-04-05,Beras Medium,Jawa Tengah,9837.0
2021-04-06,Beras Medium,Jawa Tengah,9719.0
2021-04-07,Beras Medium,Jawa Tengah,9727.0
2021-04-08,Beras Medium,Jawa Tengah,9745.0
2021-04-09,Beras Medium,Jawa Tengah,9759.0
2021-04-10,Beras Medium,Jawa Tengah,9804.0
2021-04-11,Beras Medium,Jawa Tengah,9943.0
2021-04-12,Beras Medium,Jawa Tengah,9837.0
2021-04-13,Beras Medium,Jawa Tengah,9869.0
2021-04-14,Beras Medium,Jawa Tengah,9797.0
2021-04-15,Beras Medium,Jawa Tengah,9732.0
2021-04-16,Beras Medium,Jawa Tengah,9713.0
2021-04-17,Beras Medium,Jawa Tengah,9933.0
2021-04-18,Beras Medium,Jawa Tengah,9781.0
2021-04-19,Beras Medium,Jawa Tengah,9786.0
2021-04-20,Beras Medium,Jawa Tengah,9794.0
2021-04-21,Beras Medium,Jawa Tengah,9859.0
2021-04-22,Beras Medium,Jawa Tengah,9818.0
2021-04-23,Beras Medium,Jawa Tengah,9829.0
2021-04-24,Beras Medium,Jawa Tengah,9864.0
2021-04-25,Beras Medium,Jawa Tengah,9864.0
2021-04-26,Beras Medium,Jawa Tengah,9794.0
2021-04-27,Beras Medium,Jawa Tengah,9866.0
2021-04-28,Beras Medium,Jawa Tengah,9812.0
2021-04-29,Beras Medium,Jawa Tengah,9730.0
2021-04-30,Beras Medium,Jawa Tengah,9876.0
2021-04-01,Beras Medium,Jawa Timur,10201.0
2021-04-02,Beras Medium,Jawa Timur,10132.0
2021-04-03,Beras Medium,Jawa Timur,10199.0
2021-04-04,Beras Medium,Jawa Timur,10160.0
2021-04-05,Beras Medium,Jawa Timur,10115.0
2021-04-06,Beras Medium,Jawa Timur,10107.0
2021-04-07,Beras Medium,Jawa Timur,10139.0
2021-04-08,Beras Medium,Jawa Timur,10127.0
2021-04-09,Beras Medium,Jawa Timur,10139.0
2021-04-10,Beras Medium,Jawa Timur,10186.0
2021-04-11,Beras Medium,Jawa Timur,10216.0
2021-04-12,Beras Medium,Jawa Timur,10117.0
2021-04-13,Beras Medium,Jawa Timur,10123.0
2021-04-14,Beras Medium,Jawa Timur,10066.0
2021-04-15,Beras Medium,Jawa Timur,10101.0
2021-04-16,Beras Medium,Jawa Timur,10081.0
2021-04-17,Beras Medium,Jawa Timur,10088.0
2021-04-18,Beras Medium,Jawa Timur,10084.0
2021-04-19,Beras Medium,Jawa Timur,10061.0
2021-04-20,Beras Medium,Jawa Timur,10096.0
2021-04-21,Beras Medium,Jawa Timur,10075.0
2021-04-22,Beras Medium,Jawa Timur,10059.0
2021-04-23,Beras Medium,Jawa Timur,10079.0
2021-04-24,Beras Medium,Jawa Timur,10096.0
2021-04-25,Beras Medium,Jawa Timur,10084.0
2021-04-26,Beras Medium,Jawa Timur,10099.0
2021-04-27,Beras Medium,Jawa Timur,10149.0
2021-04-28,Beras Medium,Jawa Timur,10085.0
2021-04-29,Beras Medium,Jawa Timur,10149.0
2021-04-30,Beras Medium,Jawa Timur,10122.0
2021-05-01,Beras Medium,Banten,10000.0
2021-05-02,Beras Medium,Banten,10143.0
2021-05-03,Beras Medium,Banten,10000.0
2021-05-04,Beras Medium,Banten,10071.0
2021-05-05,Beras Medium,Banten,10143.0
2021-05-06,Beras Medium,Banten,10000.0
2021-05-07,Beras Medium,Banten,10000.0
2021-05-08,Beras Medium,Banten,10143.0
2021-05-09,Beras Medium,Banten,10143.0
2021-05-10,Beras Medium,Banten,10143.0
2021-05-11,Beras Medium,Banten,10000.0
2021-05-12,Beras Medium,Banten,10000.0
2021-05-13,Beras Medium,Banten,11000.0
2021-05-14,Beras Medium,Banten,9500.0
2021-05-15,Beras Medium,Banten,10000.0
2021-05-16,Beras Medium,Banten,9750.0
2021-05-17,Beras Medium,Banten,9938.0
2021-05-18,Beras Medium,Banten,10143.0
2021-05-19,Beras Medium,Banten,10125.0
2021-05-20,Beras Medium,Banten,10000.0
2021-05-21,Beras Medium,Banten,10143.0
2021-05-22,Beras Medium,Banten,10000.0
2021-05-23,Beras Medium,Banten,9857.0
2021-05-24,Beras Medium,Banten,10000.0
2021-05-25,Beras Medium,Banten,10063.0
2021-05-26,Beras Medium,Banten,10000.0
2021-05-27,Beras Medium,Banten,10000.0
2021-05-28,Beras Medium,Banten,9975.0
2021-05-29,Beras Medium,Banten,9857.0
2021-05-30,Beras Medium,Banten,10143.0
2021-05-31,Beras Medium,Banten,9857.0
2021-05-01,Beras Medium,D.I Yogyakarta,9600.0
2021-05-02,Beras Medium,D.I Yogyakarta,9600.0
2021-05-03,Beras Medium,D.I Yogyakarta,9600.0
2021-05-04,Beras Medium,D.I Yogyakarta,9600.0
2021-05-05,Beras Medium,D.I Yogyakarta,9600.0
2021-05-06,Beras Medium,D.I Yogyakarta,9600.0
2021-05-07,Beras Medium,D.I Yogyakarta,9600.0
2021-05-08,Beras Medium,D.I Yogyakarta,9375.0
2021-05-09,Beras Medium,D.I Yogyakarta,9600.0
2021-05-10,Beras Medium,D.I Yogyakarta,9600.0
2021-05-11,Beras Medium,D.I Yogyakarta,9800.0
2021-05-12,Beras Medium,D.I Yogyakarta,10000.0
2021-05-13,Beras Medium,D.I Yogyakarta,9625.0
2021-05-14,Beras Medium,D.I Yogyakarta,9575.0
2021-05-15,Beras Medium,D.I Yogyakarta,9700.0
2021-05-16,Beras Medium,D.I Yogyakarta,9700.0
2021-05-17,Beras Medium,D.I Yogyakarta,9800.0
2021-05-18,Beras Medium,D.I Yogyakarta,9600.0
2021-05-19,Beras Medium,D.I Yogyakarta,9740.0
2021-05-20,Beras Medium,D.I Yogyakarta,9740.0
2021-05-21,Beras Medium,D.I Yogyakarta,9740.0
2021-05-22,Beras Medium,D.I Yogyakarta,9740.0
2021-05-23,Beras Medium,D.I Yogyakarta,9740.0
2021-05-24,Beras Medium,D.I Yogyakarta,9800.0
2021-05-25,Beras Medium,D.I Yogyakarta,9700.0
2021-05-26,Beras Medium,D.I Yogyakarta,9840.0
2021-05-27,Beras Medium,D.I Yogyakarta,9700.0
2021-05-28,Beras Medium,D.I Yogyakarta,9700.0
2021-05-29,Beras Medium,D.I Yogyakarta,9900.0
2021-05-30,Beras Medium,D.I Yogyakarta,9625.0
2021-05-31,Beras Medium,D.I Yogyakarta,9900.0
2021-05-01,Beras Medium,DKI Jakarta,11333.0
2021-05-02,Beras Medium,DKI Jakarta,11400.0
2021-05-03,Beras Medium,DKI Jakarta,11333.0
2021-05-04,Beras Medium,DKI Jakarta,11333.0
2021-05-05,Beras Medium,DKI Jakarta,11400.0
2021-05-06,Beras Medium,DKI Jakarta,11333.0
2021-05-07,Beras Medium,DKI Jakarta,11333.0
2021-05-08,Beras Medium,DKI Jakarta,11333.0
2021-05-09,Beras Medium,DKI Jakarta,11333.0
2021-05-10,Beras Medium,DKI Jakarta,11200.0
2021-05-11,Beras Medium,DKI Jakarta,11333.0
2021-05-12,Beras Medium,DKI Jakarta,11400.0
2021-05-13,Beras Medium,DKI Jakarta,11333.0
2021-05-14,Beras Medium,DKI Jakarta,11500.0
2021-05-15,Beras Medium,DKI Jakarta,11500.0
2021-05-16,Beras Medium,DKI Jakarta,11333.0
2021-05-17,Beras Medium,DKI Jakarta,11333.0
2021-05-18,Beras Medium,DKI Jakarta,11333.0
2021-05-19,Beras Medium,DKI Jakarta,11400.0
2021-05-20,Beras Medium,DKI Jakarta,11333.0
2021-05-21,Beras Medium,DKI Jakarta,11400.0
2021-05-22,Beras Medium,DKI Jakarta,11333.0
2021-05-23,Beras Medium,DKI Jakarta,11333.0
2021-05-24,Beras Medium,DKI Jakarta,11400.0
2021-05-25,Beras Medium,DKI Jakarta,11333.0
2021-05-26,Beras Medium,DKI Jakarta,11333.0
2021-05-27,Beras Medium,DKI Jakarta,11352.0
2021-05-28,Beras Medium,DKI Jakarta,11293.0
2021-05-29,Beras Medium,DKI Jakarta,11352.0
2021-05-30,Beras Medium,DKI Jakarta,11352.0
2021-05-31,Beras Medium,DKI Jakarta,11293.0
2021-05-01,Beras Medium,Jawa Barat,10143.0
2021-05-02,Beras Medium,Jawa Barat,10156.0
2021-05-03,Beras Medium,Jawa Barat,10128.0
2021-05-04,Beras Medium,Jawa Barat,10147.0
2021-05-05,Beras Medium,Jawa Barat,10184.0
2021-05-06,Beras Medium,Jawa Barat,10184.0
2021-05-07,Beras Medium,Jawa Barat,10172.0
2021-05-08,Beras Medium,Jawa Barat,10159.0
2021-05-09,Beras Medium,Jawa Barat,10172.0
2021-05-10,Beras Medium,Jawa Barat,10153.0
2021-05-11,Beras Medium,Jawa Barat,10172.0
2021-05-12,Beras Medium,Jawa Barat,10165.0
2021-05-13,Beras Medium,Jawa Barat,10082.0
2021-05-14,Beras Medium,Jawa Barat,10169.0
2021-05-15,Beras Medium,Jawa Barat,10176.0
2021-05-16,Beras Medium,Jawa Barat,10161.0
2021-05-17,Beras Medium,Jawa Barat,10110.0
2021-05-18,Beras Medium,Jawa Barat,10133.0
2021-05-19,Beras Medium,Jawa Barat,10133.0
2021-05-20,Beras Medium,Jawa Barat,10128.0
2021-05-21,Beras Medium,Jawa Barat,10155.0
2021-05-22,Beras Medium,Jawa Barat,10161.0
2021-05-23,Beras Medium,Jawa Barat,10178.0
2021-05-24,Beras Medium,Jawa Barat,10107.0
2021-05-25,Beras Medium,Jawa Barat,10159.0
2021-05-26,Beras Medium,Jawa Barat,10106.0
2021-05-27,Beras Medium,Jawa Barat,10102.0
2021-05-28,Beras Medium,Jawa Barat,10135.0
2021-05-29,Beras Medium,Jawa Barat,10102.0
2021-05-30,Beras Medium,Jawa Barat,10068.0
2021-05-31,Beras Medium,Jawa Barat,10110.0
2021-05-01,Beras Medium,Jawa Tengah,10135.0
2021-05-02,Beras Medium,Jawa Tengah,9896.0
2021-05-03,Beras Medium,Jawa Tengah,9882.0
2021-05-04,Beras Medium,Jawa Tengah,9858.0
2021-05-05,Beras Medium,Jawa Tengah,9897.0
2021-05-06,Beras Medium,Jawa Tengah,9952.0
2021-05-07,Beras Medium,Jawa Tengah,9944.0
2021-05-08,Beras Medium,Jawa Tengah,9945.0
2021-05-09,Beras Medium,Jawa Tengah,9959.0
2021-05-10,Beras Medium,Jawa Tengah,9906.0
2021-05-11,Beras Medium,Jawa Tengah,9903.0
2021-05-12,Beras Medium,Jawa Tengah,9985.0
2021-05-13,Beras Medium,Jawa Tengah,9994.0
2021-05-14,Beras Medium,Jawa Tengah,9912.0
2021-05-15,Beras Medium,Jawa Tengah,10023.0
2021-05-16,Beras Medium,Jawa Tengah,9943.0
2021-05-17,Beras Medium,Jawa Tengah,10000.0
2021-05-18,Beras Medium,Jawa Tengah,9912.0
2021-05-19,Beras Medium,Jawa Tengah,9847.0
2021-05-20,Beras Medium,Jawa Tengah,9973.0
2021-05-21,Beras Medium,Jawa Tengah,9928.0
2021-05-22,Beras Medium,Jawa Tengah,9877.0
2021-05-23,Beras Medium,Jawa Tengah,9865.0
2021-05-24,Beras Medium,Jawa Tengah,9867.0
2021-05-25,Beras Medium,Jawa Tengah,9832.0
2021-05-26,Beras Medium,Jawa Tengah,9923.0
2021-05-27,Beras Medium,Jawa Tengah,9873.0
2021-05-28,Beras Medium,Jawa Tengah,9852.0
2021-05-29,Beras Medium,Jawa Tengah,9755.0
2021-05-30,Beras Medium,Jawa Tengah,10027.0
2021-05-31,Beras Medium,Jawa Tengah,9784.0
2021-05-01,Beras Medium,Jawa Timur,10093.0
2021-05-02,Beras Medium,Jawa Timur,9946.0
2021-05-03,Beras Medium,Jawa Timur,10197.0
2021-05-04,Beras Medium,Jawa Timur,10134.0
2021-05-05,Beras Medium,Jawa Timur,10128.0
2021-05-06,Beras Medium,Jawa Timur,10094.0
2021-05-07,Beras Medium,Jawa Timur,10095.0
2021-05-08,Beras Medium,Jawa Timur,10151.0
2021-05-09,Beras Medium,Jawa Timur,10009.0
2021-05-10,Beras Medium,Jawa Timur,10058.0
2021-05-11,Beras Medium,Jawa Timur,10079.0
2021-05-12,Beras Medium,Jawa Timur,10127.0
2021-05-13,Beras Medium,Jawa Timur,10081.0
2021-05-14,Beras Medium,Jawa Timur,10036.0
2021-05-15,Beras Medium,Jawa Timur,10103.0
2021-05-16,Beras Medium,Jawa Timur,10165.0
2021-05-17,Beras Medium,Jawa Timur,10149.0
2021-05-18,Beras Medium,Jawa Timur,10077.0
2021-05-19,Beras Medium,Jawa Timur,10136.0
2021-05-20,Beras Medium,Jawa Timur,10040.0
2021-05-21,Beras Medium,Jawa Timur,10109.0
2021-05-22,Beras Medium,Jawa Timur,10136.0
2021-05-23,Beras Medium,Jawa Timur,9914.0
2021-05-24,Beras Medium,Jawa Timur,10130.0
2021-05-25,Beras Medium,Jawa Timur,10056.0
2021-05-26,Beras Medium,Jawa Timur,10163.0
2021-05-27,Beras Medium,Jawa Timur,10094.0
2021-05-28,Beras Medium,Jawa Timur,10027.0
